interaction_id,conversation_id,customer_context,customer_message,brand_response,brand_response_raw,resolution_type,retrieval_worthy,customer_tweet_id,brand_tweet_id,timestamp,weak_intent
int_000060,conv_963341_963340,<USER> <USER> <USER> hire him and do it now <URL>,<USER> <USER> <USER> hire him and do it now <URL>,<USER> Hey! We'd love to have him on the team. You can check out job opportunities here: <URL> /DD,@348617 Hey! We'd love to have him on the team. You can check out job opportunities here: https://t.co/c1Z94oBFOl /DD,informational,True,963341,963340,Sat Oct 21 18:05:48 +0000 2017,Other / Ambiguous
int_000061,conv_1975342_1975341,why is my discover weekly playlist full of memes? <USER>,why is my discover weekly playlist full of memes? <USER>,"<USER> Hi there! Can you tell us more about it? We'd like to take a closer look on this one. If you can send a screenshot, that'd be handy /XF","@584975 Hi there! Can you tell us more about it? We'd like to take a closer look on this one. If you can send a screenshot, that'd be handy /XF",clarification_request,True,1975342,1975341,Wed Nov 01 15:01:58 +0000 2017,Playback / Audio
int_000062,conv_1974601_1974600,<USER> where’s the Apple Watch app we all need so desperately?,<USER> where’s the Apple Watch app we all need so desperately?,<USER> Hey Tyler! Check out the official idea and add your vote to let our devs know it's something you'd like to see: <URL> /BM,@584758 Hey Tyler! Check out the official idea and add your vote to let our devs know it's something you'd like to see: https://t.co/SEK4E4gi22 /BM,informational,True,1974601,1974600,Wed Nov 01 14:55:43 +0000 2017,App / Device / Technical
int_000063,conv_832541_832540,"<USER> Also missing is INSTAHIT CREW'S Bringing Back The Funk Volumes 1 through 7, have it added to your line ASAP!","<USER> Also missing is INSTAHIT CREW'S Bringing Back The Funk Volumes 1 through 7, have it added to your line ASAP!",<USER> Hey Adam! Licensing agreements can affect music availability. We have more info here: <URL> /NS,@318291 Hey Adam! Licensing agreements can affect music availability. We have more info here: https://t.co/VMrgnGpB4G /NS,clarification_request,True,832541,832540,Fri Oct 13 05:39:52 +0000 2017,Playlist / Library
int_000064,conv_1580653_1580651,"<USER> how do you search for a song on the new update, can’t see it anywhere?","<USER> how do you search for a song on the new update, can’t see it anywhere?","<USER> Hi there. Can you let us know what device, OS, and Spotify version you're running? A screenshot of your app will help too /LM","@486669 Hi there. Can you let us know what device, OS, and Spotify version you're running? A screenshot of your app will help too /LM",clarification_request,True,1580653,1580651,Sat Oct 28 18:31:53 +0000 2017,Playback / Audio
int_000065,conv_1973022_1973024,"<USER> Hi RR, here's the email with the dodgy dates, just thought I'd reciprocate amd reach out with a playlist as you guys do such a great job - <URL> <URL>","<USER> Hi RR, here's the email with the dodgy dates, just thought I'd reciprocate amd reach out with a playlist as you guys do such a great job - <URL> <URL>","<USER> 2: out for more info: <URL> By the way, did you see a different date on another site? /RR","@584372 2: out for more info: https://t.co/eF7zabBglu. By the way, did you see a different date on another site? /RR",clarification_request,True,1973022,1973024,Tue Nov 14 19:13:45 +0000 2017,Playback / Audio
int_000066,conv_2289876_2289874,<USER> yo bring back l y r i c s my boyos,<USER> yo bring back l y r i c s my boyos,"<USER> 2: on Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: <URL> /JU","@665222 2: on Premium, you can connect your Spotify account to the Musixmatch mobile app to enjoy lyrics: https://t.co/scvbRH6MhL /JU",informational,True,2289876,2289874,Sun Nov 12 06:02:13 +0000 2017,Other / Ambiguous
int_000067,conv_1110993_1110992,Someone knows why I can’t listen to <USER>’s songs on <USER>?,Someone knows why I can’t listen to <USER>’s songs on <USER>?,<USER> Hey Daniel! Some content may become unavailable due to licensing agreements. There's more info about it here: <URL> /KB,@382215 Hey Daniel! Some content may become unavailable due to licensing agreements. There's more info about it here: https://t.co/0i8GpimuDa /KB,clarification_request,True,1110993,1110992,Tue Oct 24 00:41:44 +0000 2017,Playback / Audio
int_000068,conv_1604426_1604428,"<USER> Apparently it's been the best part of a decade since this basic feature has been requested. They're already tagged, just let me filter them.","<USER> Apparently it's been the best part of a decade since this basic feature has been requested. They're already tagged, just let me filter them.","<USER> We hear you. While we don't have any more info to share right now, we'll let the team know it's a feature you'd like to see /MU","@492234 We hear you. While we don't have any more info to share right now, we'll let the team know it's a feature you'd like to see /MU",clarification_request,True,1604426,1604428,Tue Oct 17 10:33:26 +0000 2017,Feature / Product Question
int_000069,conv_737367_737369,<USER> yes!,<USER> yes!,<USER> Thanks for the info. Can you let us know the Spotify version you're using? We'll see what we can suggest /RE,@296358 Thanks for the info. Can you let us know the Spotify version you're using? We'll see what we can suggest /RE,clarification_request,True,737367,737369,Wed Oct 11 12:49:39 +0000 2017,Other / Ambiguous
int_000070,conv_2317484_2317486,"<USER> ive already signed up, still waiting.","<USER> ive already signed up, still waiting.","<USER> Thanks. Fingers crossed we'll be available in the future in all places. In any case, let us know if you have other questions /GK","@671902 Thanks. Fingers crossed we'll be available in the future in all places. In any case, let us know if you have other questions /GK",informational,True,2317484,2317486,Mon Nov 13 08:56:06 +0000 2017,Ads
int_000071,conv_2245967_2245966,Hey <USER> can you put Reputation on there so us poor college students can have a listen?,Hey <USER> can you put Reputation on there so us poor college students can have a listen?,"<USER> Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: <URL> /DF","@654590 Hi! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /DF",informational,True,2245967,2245966,Fri Nov 10 23:05:56 +0000 2017,Other / Ambiguous
int_000072,conv_418524_418522,"Okay, but <USER> why is ur Roku app such ass?","Okay, but <USER> why is ur Roku app such ass?",<USER> Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /NS,@214852 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /NS,clarification_request,True,418524,418522,Tue Oct 10 04:23:15 +0000 2017,App / Device / Technical
int_000073,conv_172449_172447,<USER> Why isn't scrobling/last.fm working with some Connect devices (Onkyo in my case). Works ok with Sonos though.,<USER> Why isn't scrobling/last.fm working with some Connect devices (Onkyo in my case). Works ok with Sonos though.,"<USER> Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT","@156298 Hmm, that's odd. Don’t worry, we can help. What’s happening exactly? Can you let us know the devices and operating systems you’re having trouble with? Once you fire over that info, we'll take a look 🔍 /DT",clarification_request,True,172449,172447,Fri Nov 24 21:29:16 +0000 2017,App / Device / Technical
int_000074,conv_1900562_1900561,<USER> how can I change that ridiculous user name you gave me?,<USER> how can I change that ridiculous user name you gave me?,"<USER> 1: Hey there! You can download up to 3,333 songs per device, on a maximum of 3 devices. More info here: <URL>","@566378 1: Hey there! You can download up to 3,333 songs per device, on a maximum of 3 devices. More info here: https://t.co/WSjJgGRXH6.",clarification_request,True,1900562,1900561,Mon Oct 23 22:22:37 +0000 2017,Other / Ambiguous
int_000075,conv_2369709_2369707,"<USER> <USER> asking for a friend, iOS 11 doesn’t recognize Spotify is playing from lock screen or control center 🙄😠 #frustrated #help #troubleshoot <URL>","<USER> <USER> asking for a friend, iOS 11 doesn’t recognize Spotify is playing from lock screen or control center 🙄😠 #frustrated #help #troubleshoot <URL>","<USER> Hey Rachel, help's here! Can you tell us your friend's exact device and Spotify version? We'll see what we can suggest /CH","@683864 Hey Rachel, help's here! Can you tell us your friend's exact device and Spotify version? We'll see what we can suggest /CH",clarification_request,True,2369709,2369707,Tue Nov 14 00:00:53 +0000 2017,Playback / Audio
int_000076,conv_1883120_1883119,<USER> I accidentally upgraded to premium with the wrong email ( ie I already had an account with playlist etc) Now I have 2. Help :),<USER> I accidentally upgraded to premium with the wrong email ( ie I already had an account with playlist etc) Now I have 2. Help :),<USER> Hey there! Can you send us your accounts' email addresses or usernames via DM? We'll take a look backstage /CH <URL>,@561966 Hey there! Can you send us your accounts' email addresses or usernames via DM? We'll take a look backstage /CH https://t.co/ldFdZRiNAt,clarification_request,True,1883120,1883119,Sun Oct 22 20:40:59 +0000 2017,Premium / Subscription
int_000077,conv_677741_677740,"<USER> having issues with music play. Nothing played, log in issues maybe..","<USER> having issues with music play. Nothing played, log in issues maybe..",<USER> Hey there! The cavalry's here. Can you tell us what’s happening exactly? What device/OS are you currently using? /KB,@281685 Hey there! The cavalry's here. Can you tell us what’s happening exactly? What device/OS are you currently using? /KB,clarification_request,True,677741,677740,Thu Nov 23 05:03:22 +0000 2017,Playback / Audio
int_000078,conv_1837499_1837498,"Man, <USER> <USER> is lacking! 😬 I am not able to hear some songs!","Man, <USER> <USER> is lacking! 😬 I am not able to hear some songs!",<USER> Hey! Can you give us a bit more info on what's going on? We'll do our best to help /CB,@550869 Hey! Can you give us a bit more info on what's going on? We'll do our best to help /CB,clarification_request,True,1837499,1837498,Wed Oct 18 17:01:25 +0000 2017,Playback / Audio
